METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52940;"{""coordinates"": [-123.1397205464978, 49.26541553541518], ""type"": ""Point""}";Fairview;B71511;49.26541553541518, -123.1397205464978
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56226;"{""coordinates"": [-123.09693124694552, 49.2630032691093], ""type"": ""Point""}";Mount Pleasant;9B2418;49.2630032691093, -123.09693124694552
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;54046;"{""coordinates"": [-123.14638547598263, 49.265527009700065], ""type"": ""Point""}";Kitsilano;B71809;49.265527009700065, -123.14638547598263
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54600;"{""coordinates"": [-123.14452377595475, 49.26466077632757], ""type"": ""Point""}";Fairview;B81713;49.26466077632757, -123.14452377595475
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52526;"{""coordinates"": [-123.14466476131365, 49.264553916743814], ""type"": ""Point""}";Fairview;B81720;49.264553916743814, -123.14466476131365
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52604;"{""coordinates"": [-123.14502049641952, 49.264559857390296], ""type"": ""Point""}";Fairview;B81726;49.264559857390296, -123.14502049641952
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52095;"{""coordinates"": [-123.14674466511518, 49.26812277654699], ""type"": ""Point""}";Kitsilano;B41817;49.26812277654699, -123.14674466511518
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50543;"{""coordinates"": [-123.11984279480276, 49.26213896102615], ""type"": ""Point""}";Fairview;812604;49.26213896102615, -123.11984279480276
Twin;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52123;"{""coordinates"": [-123.14674466511518, 49.26812277654699], ""type"": ""Point""}";Kitsilano;B41819;49.26812277654699, -123.14674466511518
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52858;"{""coordinates"": [-123.14027287793233, 49.26616128822961], ""type"": ""Point""}";Fairview;B61524;49.26616128822961, -123.14027287793233
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52281;"{""coordinates"": [-123.11901306516134, 49.2641428714371], ""type"": ""Point""}";Fairview;B80624;49.2641428714371, -123.11901306516134
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52164;"{""coordinates"": [-123.11866405856827, 49.26424631546082], ""type"": ""Point""}";Fairview;B80621;49.26424631546082, -123.11866405856827
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50808;"{""coordinates"": [-123.1056190638482, 49.26311397688508], ""type"": ""Point""}";Mount Pleasant;300011;49.26311397688508, -123.1056190638482
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56952;"{""coordinates"": [-123.15113667224696, 49.263701027240884], ""type"": ""Point""}";Kitsilano;302008;49.263701027240884, -123.15113667224696
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54283;"{""coordinates"": [-123.11788973987386, 49.263176678559205], ""type"": ""Point""}";Fairview;300604;49.263176678559205, -123.11788973987386
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52696;"{""coordinates"": [-123.14454417522668, 49.26378614683752], ""type"": ""Point""}";Fairview;301723;49.26378614683752, -123.14454417522668
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54548;"{""coordinates"": [-123.14389803308072, 49.26359535544489], ""type"": ""Point""}";Fairview;301708;49.26359535544489, -123.14389803308072
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51971;"{""coordinates"": [-123.14495344133124, 49.26972804512619], ""type"": ""Point""}";Fairview;B21738;49.26972804512619, -123.14495344133124
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51227;"{""coordinates"": [-123.13456883594989, 49.26362776341434], ""type"": ""Point""}";Fairview;301315;49.26362776341434, -123.13456883594989
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50098;"{""coordinates"": [-123.13403515397614, 49.263437973203764], ""type"": ""Point""}";Fairview;301302;49.263437973203764, -123.13403515397614
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;53317;"{""coordinates"": [-123.20846356795386, 49.263897630982235], ""type"": ""Point""}";West Point Grey;D04449;49.263897630982235, -123.20846356795386
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;57133;"{""coordinates"": [-123.10133626890772, 49.25726753412226], ""type"": ""Point""}";Mount Pleasant;513105;49.25726753412226, -123.10133626890772
Single / Disability;$4.00;$4.00;$4.00;$4.00;$4.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;53007;"{""coordinates"": [-123.13912689977589, 49.26258186204236], ""type"": ""Point""}";Fairview;D01508;49.26258186204236, -123.13912689977589
Pay Station;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;54903;"{""coordinates"": [-123.10115078319197, 49.244886326638394], ""type"": ""Point""}";Riley Park;514424;49.244886326638394, -123.10115078319197
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;53317;"{""coordinates"": [-123.20774354621462, 49.26388334812821], ""type"": ""Point""}";West Point Grey;D04433;49.26388334812821, -123.20774354621462
Single / Disability;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54667;"{""coordinates"": [-123.14756396162598, 49.27063496473733], ""type"": ""Point""}";Kitsilano;B11842;49.27063496473733, -123.14756396162598
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;51065;"{""coordinates"": [-123.1010230164741, 49.247369572533614], ""type"": ""Point""}";Riley Park;514204;49.247369572533614, -123.1010230164741
Single / Disability;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65011;"{""coordinates"": [-123.12981627709804, 49.28805689029136], ""type"": ""Point""}";West End;680727;49.28805689029136, -123.12981627709804
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52884;"{""coordinates"": [-123.13885126623482, 49.26540183119923], ""type"": ""Point""}";Fairview;B71501;49.26540183119923, -123.13885126623482
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54068;"{""coordinates"": [-123.14420493980852, 49.2637803640378], ""type"": ""Point""}";Fairview;301713;49.2637803640378, -123.14420493980852
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50700;"{""coordinates"": [-123.14420493980852, 49.2637803640378], ""type"": ""Point""}";Fairview;301715;49.2637803640378, -123.14420493980852
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54552;"{""coordinates"": [-123.14471502958635, 49.263788901386874], ""type"": ""Point""}";Fairview;301727;49.263788901386874, -123.14471502958635
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53094;"{""coordinates"": [-123.1343760326246, 49.26344281246852], ""type"": ""Point""}";Fairview;301312;49.26344281246852, -123.1343760326246
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;52117;"{""coordinates"": [-123.20808030620155, 49.26373646199864], ""type"": ""Point""}";West Point Grey;D04442;49.26373646199864, -123.20808030620155
Pay Station;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;57125;"{""coordinates"": [-123.10131368510501, 49.2578495803349], ""type"": ""Point""}";Mount Pleasant;513019;49.2578495803349, -123.10131368510501
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;52044;"{""coordinates"": [-123.21046016042617, 49.26392860697226], ""type"": ""Point""}";West Point Grey;D04523;49.26392860697226, -123.21046016042617
Single / Disability;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56956;"{""coordinates"": [-123.12098050912068, 49.26340783573635], ""type"": ""Point""}";Fairview;300721;49.26340783573635, -123.12098050912068
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;53317;"{""coordinates"": [-123.20696158268537, 49.26387358840599], ""type"": ""Point""}";West Point Grey;D04413;49.26387358840599, -123.20696158268537
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;54919;"{""coordinates"": [-123.10129507364773, 49.24741801651049], ""type"": ""Point""}";Riley Park;514215;49.24741801651049, -123.10129507364773
Pay Station;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63529;"{""coordinates"": [-123.11257419972583, 49.28240376947705], ""type"": ""Point""}";Downtown;580519;49.28240376947705, -123.11257419972583
Pay Station;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63529;"{""coordinates"": [-123.11319708491487, 49.2819907770677], ""type"": ""Point""}";Downtown;580533;49.2819907770677, -123.11319708491487
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56686;"{""coordinates"": [-123.05770612976603, 49.281339076505226], ""type"": ""Point""}";Grandview-Woodland;GD0320;49.281339076505226, -123.05770612976603
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;57141;"{""coordinates"": [-123.10106421166329, 49.25715809375495], ""type"": ""Point""}";Mount Pleasant;513106;49.25715809375495, -123.10106421166329
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57115;"{""coordinates"": [-123.10151484245648, 49.259250408299536], ""type"": ""Point""}";Mount Pleasant;C30138;49.259250408299536, -123.10151484245648
Single / Disability;$1.00;$4.00;$1.00;$4.00;$1.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;50912;"{""coordinates"": [-123.06984529897021, 49.26476435219361], ""type"": ""Point""}";Grandview-Woodland;6C2207;49.26476435219361, -123.06984529897021
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53123;"{""coordinates"": [-123.13224046992299, 49.263587256789044], ""type"": ""Point""}";Fairview;301215;49.263587256789044, -123.13224046992299
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52304;"{""coordinates"": [-123.14321936220132, 49.26574578311031], ""type"": ""Point""}";Fairview;902214;49.26574578311031, -123.14321936220132
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52035;"{""coordinates"": [-123.14322424846532, 49.26562937910612], ""type"": ""Point""}";Fairview;902218;49.26562937910612, -123.14322424846532
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;52416;"{""coordinates"": [-123.14339703862511, 49.26596594524204], ""type"": ""Point""}";Fairview;902207;49.26596594524204, -123.14339703862511
Single / Disability;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50065;"{""coordinates"": [-123.15709689627849, 49.263802809593656], ""type"": ""Point""}";Kitsilano;302236;49.263802809593656, -123.15709689627849
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;57402;"{""coordinates"": [-123.18672777353052, 49.26341560863043], ""type"": ""Point""}";West Point Grey;D03714;49.26341560863043, -123.18672777353052
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56526;"{""coordinates"": [-123.1225275598854, 49.24690881018607], ""type"": ""Point""}";South Cambie;824305;49.24690881018607, -123.1225275598854
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;56456;"{""coordinates"": [-123.1864568927144, 49.26356810113545], ""type"": ""Point""}";West Point Grey;D03709;49.26356810113545, -123.1864568927144
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;53160;"{""coordinates"": [-123.09085685392736, 49.22638237923587], ""type"": ""Point""}";Sunset;FR6401;49.22638237923587, -123.09085685392736
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54179;"{""coordinates"": [-123.15339374470238, 49.26189893885421], ""type"": ""Point""}";Kitsilano;D12102;49.26189893885421, -123.15339374470238
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;56585;"{""coordinates"": [-123.10114603810943, 49.25013719791347], ""type"": ""Point""}";Riley Park;513901;49.25013719791347, -123.10114603810943
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51939;"{""coordinates"": [-123.12065052500581, 49.26416141238089], ""type"": ""Point""}";Fairview;B80716;49.26416141238089, -123.12065052500581
Twin;$6.00;$1.00;$6.00;$1.00;$6.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51772;"{""coordinates"": [-123.12082083070156, 49.264164652596556], ""type"": ""Point""}";Fairview;B80718;49.264164652596556, -123.12082083070156
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53611;"{""coordinates"": [-123.10088114581399, 49.26069928233865], ""type"": ""Point""}";Mount Pleasant;512710;49.26069928233865, -123.10088114581399
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65836;"{""coordinates"": [-123.12810152315043, 49.29042669167466], ""type"": ""Point""}";Downtown;061429;49.29042669167466, -123.12810152315043
Single / Disability;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;67602;"{""coordinates"": [-123.09776932309833, 49.278603252406285], ""type"": ""Point""}";Strathcona;420233;49.278603252406285, -123.09776932309833
Pay Station;$5.00;$3.00;$5.00;$3.00;$5.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;61795;"{""coordinates"": [-123.12223201737801, 49.28380902412456], ""type"": ""Point""}";West End;640715;49.28380902412456, -123.12223201737801
Single / Disability;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54329;"{""coordinates"": [-123.0692455979457, 49.27390192502144], ""type"": ""Point""}";Grandview-Woodland;451702;49.27390192502144, -123.0692455979457
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50587;"{""coordinates"": [-123.11865508717814, 49.2633709112042], ""type"": ""Point""}";Fairview;300617;49.2633709112042, -123.11865508717814
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;No;67102;"{""coordinates"": [-123.1019701513948, 49.28128216428912], ""type"": ""Point""}";Downtown;070102;49.28128216428912, -123.1019701513948
Single / Disability;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;$2.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;No;50296;"{""coordinates"": [-123.12105913584926, 49.26239966944245], ""type"": ""Point""}";Fairview;D00715;49.26239966944245, -123.12105913584926
Single / Disability;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51178;"{""coordinates"": [-123.17625092483836, 49.264290253503006], ""type"": ""Point""}";Kitsilano;303201;49.264290253503006, -123.17625092483836
Single / Disability;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54314;"{""coordinates"": [-123.10077849143337, 49.26337115565316], ""type"": ""Point""}";Mount Pleasant;512420;49.26337115565316, -123.10077849143337
Single / Disability;$7.00;$7.00;$7.00;$7.00;$7.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60245;"{""coordinates"": [-123.12163477304448, 49.28282958496044], ""type"": ""Point""}";Downtown;630741;49.28282958496044, -123.12163477304448
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52743;"{""coordinates"": [-123.11899294118285, 49.26337623072931], ""type"": ""Point""}";Fairview;300625;49.26337623072931, -123.11899294118285
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53264;"{""coordinates"": [-123.1334237550871, 49.263606621374485], ""type"": ""Point""}";Fairview;301243;49.263606621374485, -123.1334237550871
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52495;"{""coordinates"": [-123.13168129250896, 49.26339938287385], ""type"": ""Point""}";Fairview;301204;49.26339938287385, -123.13168129250896
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51493;"{""coordinates"": [-123.13202983045564, 49.26340574951624], ""type"": ""Point""}";Fairview;301212;49.26340574951624, -123.13202983045564
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51528;"{""coordinates"": [-123.17049635921627, 49.264028276593734], ""type"": ""Point""}";Kitsilano;302908;49.264028276593734, -123.17049635921627
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54035;"{""coordinates"": [-123.1451967113237, 49.26456170497883], ""type"": ""Point""}";Fairview;B81732;49.26456170497883, -123.1451967113237
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50583;"{""coordinates"": [-123.11554152182165, 49.26230660546226], ""type"": ""Point""}";Fairview;D00505;49.26230660546226, -123.11554152182165
Single Motorbike;$5.00;$2.00;$5.00;$2.00;$5.00;$2.00;$5.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;61992;"{""coordinates"": [-123.12097676018867, 49.28597374727526], ""type"": ""Point""}";Downtown;101098;49.28597374727526, -123.12097676018867
Twin;$7.00;$1.00;$7.00;$1.00;$7.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51354;"{""coordinates"": [-123.1262064017772, 49.264254694352196], ""type"": ""Point""}";Fairview;B80948;49.264254694352196, -123.1262064017772
Twin;$8.00;$1.00;$8.00;$1.00;$8.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51299;"{""coordinates"": [-123.12383190180985, 49.26433048461205], ""type"": ""Point""}";Fairview;B80837;49.26433048461205, -123.12383190180985
