Block,Street,EntryDate,Status,Year,BI_ID,dayofweek,Geometry,Neighbourhood
1000,CANADA PLACE,2023-07-25,IS,2023,4422087,1,POINT (49.2885242145089 -123.11694843473931),Downtown
700,E 58TH AVE,2023-07-25,VA,2023,4422132,1,POINT (49.21762173196085 -123.10201157113686),Sunset
1600,E 57TH AVE,2023-07-25,VA,2023,4422134,1,POINT (49.21805828105675 -123.0715921609521),Victoria-Fraserview
1400,E 59TH AVE,2023-07-25,VA,2023,4422135,1,POINT (49.21627329680639 -123.07093496494976),Victoria-Fraserview
1700,E 34TH AVE,2023-07-25,VA,2023,4422138,1,POINT (49.2389395884453 -123.06414067019008),Kensington-Cedar Cottage
1500,E 32ND AVE,2023-07-25,VA,2023,4422139,1,POINT (49.24169369965523 -123.08816048101498),Kensington-Cedar Cottage
2600,E 29TH AVE,2023-07-25,VA,2023,4422142,1,POINT (49.244623510584034 -123.05435529699096),Renfrew-Collingwood
3200,E 23RD AVE,2023-07-25,VA,2023,4422144,1,POINT (49.25023043665837 -123.09767896981026),Riley Park
3200,ST CATHERINES ST,2023-07-25,IS,2023,4422147,1,POINT (49.25049505885742 -123.08576061072654),Kensington-Cedar Cottage
4500,INVERNESS ST,2023-07-25,IS,2023,4422151,1,POINT (49.23284515702166 -123.07980512058892),Kensington-Cedar Cottage
800,RICHARDS ST,2023-07-25,IS,2023,4422157,1,POINT (49.28389251320959 -123.1121989059986),Downtown
1000,STATION ST,2023-07-25,IS,2023,4422158,1,POINT (49.27086541433368 -123.09807326654818),Strathcona
600,E HASTINGS ST,2023-07-25,IS,2023,4422160,1,POINT (49.2810168 -123.091307),Strathcona
2700,E HASTINGS ST,2023-07-25,IS,2023,4422165,1,POINT (49.28119992097435 -123.07183544904808),Grandview-Woodland
400,W 2ND AVE,2023-07-25,IS,2023,4422171,1,POINT (49.26847135417388 -123.01900681315158),
2500,ALBERTA ST,2023-07-25,IS,2023,4422172,1,POINT (49.22466096360293 -123.1130356940569),Oakridge
200,INDUSTRIAL AVE,2023-07-25,VA,2023,4422174,1,POINT (49.2687510042113 -123.09136793552489),Strathcona
1300,E 23RD AVE,2023-07-25,IS,2023,4422177,1,POINT (49.25023043665837 -123.09767896981026),Riley Park
3900,FRASER ST,2023-07-25,IS,2023,4422178,1,POINT (49.26197907672559 -123.08913300412428),Mount Pleasant
5900,PRINCE ALBERT ST,2023-07-25,IS,2023,4422183,1,POINT (49.212924011360265 -123.08815105623133),Sunset
5900,PRINCE ALBERT ST,2023-07-25,IS,2023,4422184,1,POINT (49.212924011360265 -123.08815105623133),Sunset
200,INDUSTRIAL AVE,2023-07-25,VA,2023,4422186,1,POINT (49.2687510042113 -123.09136793552489),Strathcona
800,RICHARDS ST,2023-07-25,VA,2023,4422187,1,POINT (49.28389251320959 -123.1121989059986),Downtown
900,W 13TH AVE,2023-07-25,IS,2023,4422189,1,POINT (49.26097476682735 -123.2006672182947),West Point Grey
6200,ASH ST,2023-07-25,IS,2023,4422190,1,POINT (49.23455683324392 -123.11784027039413),South Cambie
2700,W 12TH AVE,2023-07-25,VA,2023,4422193,1,POINT (49.26106802909867 -123.15665680117483),Kitsilano
1800,MAPLE ST,2023-07-25,IS,2023,4422196,1,POINT (49.2628550469776 -123.15056822932132),Kitsilano
2200,CORNWALL AVE,2023-07-25,IS,2023,4422198,1,POINT (49.272527866758566 -123.15140247306292),Kitsilano
700,E HASTINGS ST,2023-07-25,IS,2023,4422208,1,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
300,HEATLEY AVE,2023-07-25,IS,2023,4422209,1,POINT (49.28208361166738 -123.08949670571212),Strathcona
600,ALEXANDER ST,2023-07-25,IS,2023,4422213,1,POINT (49.284078819708526 -123.098285432893),Strathcona
800,RICHARDS ST,2023-07-25,IS,2023,4422229,1,POINT (49.28389251320959 -123.1121989059986),Downtown
1000,CANADA PLACE,2023-07-25,IS,2023,4422240,1,POINT (49.2885242145089 -123.11694843473931),Downtown
800,RICHARDS ST,2023-07-25,IS,2023,4422248,1,POINT (49.28389251320959 -123.1121989059986),Downtown
800,W CORDOVA ST,2023-07-25,IS,2023,4422252,1,POINT (49.28775548425263 -123.1166327266634),Downtown
900,CANADA PLACE,2023-07-25,IS,2023,4422253,1,POINT (49.2872705 -123.113634),Downtown
5000,JOYCE ST,2023-07-25,IS,2023,4422271,1,POINT (49.23763441838736 -123.0324139525318),Renfrew-Collingwood
3400,CROWLEY DRIVE,2023-07-25,IS,2023,4422273,1,POINT (49.23721983562402 -123.0320245956084),Renfrew-Collingwood
4900,JOYCE ST,2023-07-25,IS,2023,4422274,1,POINT (49.23763441838736 -123.0324139525318),Renfrew-Collingwood
700,NELSON ST,2023-07-25,IS,2023,4422280,1,POINT (49.28663422573088 -123.13439612729384),West End
700,NELSON ST,2023-07-25,IS,2023,4422281,1,POINT (49.28663422573088 -123.13439612729384),West End
700,NELSON ST,2023-07-25,IS,2023,4422282,1,POINT (49.28663422573088 -123.13439612729384),West End
2200,CORNWALL AVE,2023-07-25,IS,2023,4422294,1,POINT (49.272527866758566 -123.15140247306292),Kitsilano
400,W 16TH AVE,2023-07-25,IS,2023,4422297,1,POINT (49.256704567911285 -123.10745141415488),Riley Park
400,W 16TH AVE,2023-07-25,IS,2023,4422297,1,POINT (49.256704567911285 -123.10745141415488),Mount Pleasant
2800,CAMBIE ST,2023-07-25,IS,2023,4422298,1,POINT (49.2492150960783 -123.11539090524424),South Cambie
800,RICHARDS ST,2023-07-25,VA,2023,4422299,1,POINT (49.28389251320959 -123.1121989059986),Downtown
4700,GLADSTONE ST,2023-07-25,VA,2023,4422302,1,POINT (49.24836521765495 -123.06050192799655),Kensington-Cedar Cottage
2100,E 47TH AVE,2023-07-25,IS,2023,4422304,1,POINT (49.22756806264971 -123.05247207317724),Victoria-Fraserview
600,E 47TH AVE,2023-07-25,VA,2023,4422305,1,POINT (49.22756806264971 -123.05247207317724),Victoria-Fraserview
600,W 8TH AVE,2023-07-25,IS,2023,4422320,1,POINT (49.2640479 -123.1176773),Fairview
100,W 8TH AVE,2023-07-25,IS,2023,4422329,1,POINT (49.26445433343878 -123.1349402207505),Fairview
5700,VINE ST,2023-07-25,VA,2023,4422349,1,POINT (49.23984419596111 -123.15974756312896),Arbutus Ridge
2000,W 42ND AVE,2023-07-25,IS,2023,4422350,1,POINT (49.23284977919072 -123.1232605813056),Oakridge
800,W 33RD AVE,2023-07-25,VA,2023,4422355,1,POINT (49.24113182105821 -123.11968209948232),South Cambie
800,RICHARDS ST,2023-07-25,VA,2023,4422359,1,POINT (49.28389251320959 -123.1121989059986),Downtown
300,UNION ST,2023-07-25,IS,2023,4422360,1,POINT (49.277401843691074 -123.08494373016588),Strathcona
400,E PENDER ST,2023-07-25,IS,2023,4422361,1,POINT (49.28005495 -123.09519157612029),Strathcona
600,E PENDER ST,2023-07-25,VA,2023,4422362,1,POINT (49.2802225 -123.02352405),Hastings-Sunrise
700,KEEFER ST,2023-07-25,IS,2023,4422364,1,POINT (49.27922249467093 -123.1035282339291),Downtown
2900,W BROADWAY,2023-07-25,IS,2023,4422374,1,POINT (49.263649475047416 -123.1389344042681),Fairview
1000,CANADA PLACE,2023-07-25,IS,2023,4422377,1,POINT (49.2885242145089 -123.11694843473931),Downtown
1000,W CORDOVA ST,2023-07-25,IS,2023,4422378,1,POINT (49.28775548425263 -123.1166327266634),Downtown
900,CANADA PLACE,2023-07-25,IS,2023,4422381,1,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-25,IS,2023,4422387,1,POINT (49.2872705 -123.113634),Downtown
1000,W CORDOVA ST,2023-07-25,IS,2023,4422390,1,POINT (49.28775548425263 -123.1166327266634),Downtown
400,W 8TH AVE,2023-07-25,IS,2023,4422402,1,POINT (49.26445433343878 -123.1349402207505),Fairview
100,E 8TH AVE,2023-07-25,IS,2023,4422425,1,POINT (49.26340290713782 -123.08615921498024),Mount Pleasant
2000,W 42ND AVE,2023-07-25,IS,2023,4422433,1,POINT (49.23284977919072 -123.1232605813056),Oakridge
0,W 28TH AVE,2023-07-25,IS,2023,4422435,1,POINT (49.247115907458166 -123.18197003463288),Dunbar-Southlands
0,W 28TH AVE,2023-07-25,IS,2023,4422438,1,POINT (49.247115907458166 -123.18197003463288),Dunbar-Southlands
100,E 32ND AVE,2023-07-25,IS,2023,4422440,1,POINT (49.24169369965523 -123.08816048101498),Kensington-Cedar Cottage
1900,W 7TH AVE,2023-07-25,IS,2023,4422447,1,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
2300,W 6TH AVE,2023-07-25,IS,2023,4422451,1,POINT (49.26626349669088 -123.14330665670457),Fairview
1600,GRAVELEY ST,2023-07-25,IS,2023,4422456,1,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,E 2ND AVE,2023-07-25,IS,2023,4422459,1,POINT (49.26847135417388 -123.01900681315158),
2100,E 30TH AVE,2023-07-25,IS,2023,4422466,1,POINT (49.24025840867719 -123.05749008131772),Renfrew-Collingwood
1800,E 14TH AVE,2023-07-25,VA,2023,4422472,1,POINT (49.257804432505125 -123.0766115544738),Kensington-Cedar Cottage
1700,E 13TH AVE,2023-07-25,IS,2023,4422473,1,POINT (49.25873486013096 -123.07954455460224),Mount Pleasant
2100,SKEENA ST,2023-07-25,VA,2023,4422477,1,POINT (49.2745255565842 -123.02840066858404),Hastings-Sunrise
2000,SKEENA ST,2023-07-25,WR,2023,4422478,1,POINT (49.2745255565842 -123.02840066858404),Hastings-Sunrise
2600,LILLOOET ST,2023-07-25,VA,2023,4422479,1,POINT (49.27533776610352 -123.0388956643526),Hastings-Sunrise
500,INDUSTRIAL AVE,2023-07-25,WR,2023,4422482,1,POINT (49.2687510042113 -123.09136793552489),Strathcona
300,INDUSTRIAL AVE,2023-07-25,IS,2023,4422483,1,POINT (49.2687510042113 -123.09136793552489),Strathcona
800,RICHARDS ST,2023-07-25,VA,2023,4422493,1,POINT (49.28389251320959 -123.1121989059986),Downtown
700,E 8TH AVE,2023-07-25,IS,2023,4422499,1,POINT (49.26340290713782 -123.08615921498024),Mount Pleasant
300,E 7TH AVE,2023-07-25,IS,2023,4422500,1,POINT (49.26432677794551 -123.08808173629431),Mount Pleasant
600,E 6TH AVE,2023-07-25,IS,2023,4422501,1,POINT (49.2650208 -123.09007720035302),Mount Pleasant
700,E 6TH AVE,2023-07-25,IS,2023,4422503,1,POINT (49.26545458360071 -123.09793894839464),Mount Pleasant
1500,W BROADWAY,2023-07-25,IS,2023,4422525,1,POINT (49.263649475047416 -123.1389344042681),Fairview
400,ROBSON ST,2023-07-25,IS,2023,4422528,1,POINT (49.29243851667212 -123.13692796815148),West End
3900,WILLOW ST,2023-07-25,IS,2023,4422541,1,POINT (49.23517238349831 -123.12383362819509),South Cambie
400,INDUSTRIAL AVE,2023-07-25,IS,2023,4422542,1,POINT (49.2687510042113 -123.09136793552489),Strathcona
400,INDUSTRIAL AVE,2023-07-25,IS,2023,4422543,1,POINT (49.2687510042113 -123.09136793552489),Strathcona
1500,E 3RD AVE,2023-07-25,IS,2023,4422549,1,POINT (49.26825564291384 -123.10272375540484),Mount Pleasant
800,RICHARDS ST,2023-07-25,VA,2023,4422557,1,POINT (49.28389251320959 -123.1121989059986),Downtown
1600,EIHU LANE,2023-07-18,IS,2023,4397776,1,POINT (49.285004514390224 -123.1243629441943),West End
1200,SEYMOUR ST,2023-07-18,IS,2023,4397795,1,POINT (49.28386252193256 -123.1141175463516),Downtown
1000,HOWE ST,2023-07-18,IS,2023,4397797,1,POINT (49.28478563333309 -123.11664266117666),Downtown
1000,BURRARD ST,2023-07-18,IS,2023,4397799,1,POINT (49.2802203 -123.126299),Downtown
700,MALKIN AVE,2023-07-18,VA,2023,4397896,1,POINT (49.27439680150983 -123.086691767766),Strathcona
600,MALKIN AVE,2023-07-18,WR,2023,4397897,1,POINT (49.27439680150983 -123.086691767766),Strathcona
1000,HAWKS AVE,2023-07-18,WR,2023,4397898,1,POINT (49.27788632529206 -123.0872870958922),Strathcona
2500,FRANKLIN ST,2023-07-18,VA,2023,4397899,1,POINT (49.28230491145681 -123.08022185053078),Strathcona
1100,VERNON DRIVE,2023-07-18,VA,2023,4397900,1,POINT (49.28036948278567 -123.07910136652104),Strathcona
1500,VERNON DRIVE,2023-07-18,IS,2023,4397902,1,POINT (49.28036948278567 -123.07910136652104),Strathcona
1700,VERNON DRIVE,2023-07-18,IS,2023,4397903,1,POINT (49.28036948278567 -123.07910136652104),Strathcona
1200,VERNON DRIVE,2023-07-18,IS,2023,4397906,1,POINT (49.28036948278567 -123.07910136652104),Strathcona
1000,W HASTINGS ST,2023-07-18,IS,2023,4397911,1,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
900,CANADA PLACE,2023-07-18,IS,2023,4397917,1,POINT (49.2872705 -123.113634),Downtown
900,CANADA PLACE,2023-07-18,IS,2023,4397922,1,POINT (49.2872705 -123.113634),Downtown
300,W CORDOVA ST,2023-07-18,IS,2023,4397946,1,POINT (49.28775548425263 -123.1166327266634),Downtown
100,W CORDOVA ST,2023-07-18,IS,2023,4397950,1,POINT (49.28775548425263 -123.1166327266634),Downtown
400,SEYMOUR ST,2023-07-18,IS,2023,4397975,1,POINT (49.28386252193256 -123.1141175463516),Downtown
100,NATIONAL AVE,2023-07-18,IS,2023,4397979,1,POINT (49.27471945575387 -123.09809105537344),Strathcona
1700,COLUMBIA ST,2023-07-18,IS,2023,4397999,1,POINT (49.26324444369478 -123.1094638502734),Mount Pleasant
1200,BURNABY ST,2023-07-18,IS,2023,4398008,1,POINT (49.28539689610159 -123.14109782086209),West End
1700,PANTAGES LANE,2023-07-18,VA,2023,4398009,1,POINT (49.28279166561123 -123.13601513487708),West End
2200,CORNWALL AVE,2023-07-18,IS,2023,4398012,1,POINT (49.272527866758566 -123.15140247306292),Kitsilano
2100,CORNWALL AVE,2023-07-18,IS,2023,4398014,1,POINT (49.272527866758566 -123.15140247306292),Kitsilano
500,HOWE ST,2023-07-18,IS,2023,4398017,1,POINT (49.28478563333309 -123.11664266117666),Downtown
600,HOWE ST,2023-07-18,IS,2023,4398019,1,POINT (49.28478563333309 -123.11664266117666),Downtown
800,RICHARDS ST,2023-07-18,VA,2023,4398021,1,POINT (49.28389251320959 -123.1121989059986),Downtown
0,E 30TH AVE,2023-07-18,VA,2023,4398027,1,POINT (49.24025840867719 -123.05749008131772),Renfrew-Collingwood
2300,CLARK DRIVE,2023-07-18,IS,2023,4398028,1,POINT (49.28202302348328 -123.0770833260843),Grandview-Woodland
4200,WATSON ST,2023-07-18,IS,2023,4398031,1,POINT (49.24664270089146 -123.10053154189804),Riley Park
2500,E 15TH AVE,2023-07-18,VA,2023,4398033,1,POINT (49.2568325360398 -123.06761032987232),Kensington-Cedar Cottage
900,MAINLAND ST,2023-07-18,IS,2023,4398043,1,POINT (49.2755827902058 -123.12054994860388),Downtown
1000,RICHARDS ST,2023-07-18,IS,2023,4398047,1,POINT (49.28389251320959 -123.1121989059986),Downtown
600,SMITHE ST,2023-07-18,IS,2023,4398052,1,POINT (49.28209979869905 -123.12420930935966),Downtown
700,NELSON ST,2023-07-18,IS,2023,4398057,1,POINT (49.28663422573088 -123.13439612729384),West End
100,W CORDOVA ST,2023-07-18,IS,2023,4398058,1,POINT (49.28775548425263 -123.1166327266634),Downtown
800,RICHARDS ST,2023-07-18,VA,2023,4398059,1,POINT (49.28389251320959 -123.1121989059986),Downtown
100,SWITCHMEN ST,2023-07-18,IS,2023,4398060,1,POINT (49.271084316757 -123.1014875956304),Mount Pleasant
1700,MANITOBA ST,2023-07-18,IS,2023,4398065,1,POINT (49.26699403571597 -123.10667013142849),Mount Pleasant
1600,SALT ST,2023-07-18,IS,2023,4398066,1,POINT (49.270913792719774 -123.10609441719592),Mount Pleasant
100,NATIONAL AVE,2023-07-18,IS,2023,4398070,1,POINT (49.27471945575387 -123.09809105537344),Strathcona
100,NATIONAL AVE,2023-07-18,IS,2023,4398071,1,POINT (49.27471945575387 -123.09809105537344),Strathcona
0,E PENDER ST,2023-07-18,IS,2023,4398074,1,POINT (49.2802225 -123.02352405),Hastings-Sunrise
0,POWELL ST,2023-07-18,IS,2023,4398078,1,POINT (49.28405378163237 -123.06927969687074),Grandview-Woodland
2000,WHYTE AVE,2023-07-18,VA,2023,4398083,1,POINT (49.27539364205101 -123.15098642529956),Kitsilano
1500,W 7TH AVE,2023-07-18,IS,2023,4398092,1,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
800,RICHARDS ST,2023-07-18,VA,2023,4398107,1,POINT (49.28389251320959 -123.1121989059986),Downtown
400,UNION ST,2023-07-18,IS,2023,4398109,1,POINT (49.277401843691074 -123.08494373016588),Strathcona
400,HEATLEY AVE,2023-07-18,IS,2023,4398114,1,POINT (49.28208361166738 -123.08949670571212),Strathcona
1200,MCLEAN DRIVE,2023-07-18,IS,2023,4398117,1,POINT (49.27584241126285 -123.07444871076514),Grandview-Woodland
1600,GRAVELEY ST,2023-07-18,IS,2023,4398118,1,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
800,W 8TH AVE,2023-07-18,IS,2023,4398128,1,POINT (49.26445433343878 -123.1349402207505),Fairview
800,W 8TH AVE,2023-07-18,IS,2023,4398129,1,POINT (49.26445433343878 -123.1349402207505),Fairview
2300,WILLOW ST,2023-07-18,IS,2023,4398131,1,POINT (49.23517238349831 -123.12383362819509),South Cambie
2100,W 4TH AVE,2023-07-18,IS,2023,4398147,1,POINT (49.2679903 -123.152966),Kitsilano
300,E 8TH AVE,2023-07-18,IS,2023,4398173,1,POINT (49.26340290713782 -123.08615921498024),Mount Pleasant
400,E 13TH AVE,2023-07-18,IS,2023,4398174,1,POINT (49.25873486013096 -123.07954455460224),Mount Pleasant
3500,CAROLINA ST,2023-07-18,IS,2023,4398177,1,POINT (49.26528011809774 -123.09102024702057),Mount Pleasant
2200,KINGSWAY,2023-07-18,IS,2023,4398178,1,POINT (49.24137263993472 -123.05686279086896),Renfrew-Collingwood
5600,ORMIDALE ST,2023-07-18,IS,2023,4398179,1,POINT (49.23071049302921 -123.0250712452849),Killarney
700,E 30TH AVE,2023-07-18,IS,2023,4398182,1,POINT (49.24025840867719 -123.05749008131772),Renfrew-Collingwood
1000,BUTE ST,2023-07-18,IS,2023,4398185,1,POINT (49.28018938489427 -123.1357843052634),West End
700,BUTE ST,2023-07-18,IS,2023,4398195,1,POINT (49.28018938489427 -123.1357843052634),West End
1300,ALBERNI ST,2023-07-18,IS,2023,4398213,1,POINT (49.293629536028696 -123.13660129384468),West End
1200,HOMER ST,2023-07-18,IS,2023,4398226,1,POINT (49.27373329017452 -123.1255458312866),Downtown
3000,GRANVILLE ST,2023-07-18,IS,2023,4398239,1,POINT (49.25901295951559 -123.13874691672916),Fairview
1600,MAPLE ST,2023-07-18,IS,2023,4398245,1,POINT (49.2628550469776 -123.15056822932132),Kitsilano
3100,W 5TH AVE,2023-07-18,IS,2023,4398249,1,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2000,TRUTCH ST,2023-07-18,IS,2023,4398250,1,POINT (49.265902007961024 -123.1758544727222),Kitsilano
800,W CORDOVA ST,2023-07-18,IS,2023,4398252,1,POINT (49.28775548425263 -123.1166327266634),Downtown
1000,W CORDOVA ST,2023-07-18,IS,2023,4398254,1,POINT (49.28775548425263 -123.1166327266634),Downtown
700,W CORDOVA ST,2023-07-18,IS,2023,4398255,1,POINT (49.28775548425263 -123.1166327266634),Downtown
900,CANADA PLACE,2023-07-18,VA,2023,4398259,1,POINT (49.2872705 -123.113634),Downtown
300,HOWE ST,2023-07-18,IS,2023,4398263,1,POINT (49.28478563333309 -123.11664266117666),Downtown
0,WATER ST,2023-07-18,IS,2023,4398267,1,POINT (49.28337555659361 -123.10410993361448),Downtown
100,ABBOTT ST,2023-07-18,IS,2023,4398274,1,POINT (49.28411006755971 -123.10631053579574),Downtown
800,W HASTINGS ST,2023-07-18,IS,2023,4398280,1,POINT (49.289948817085296 -123.12668230100182),Downtown
1000,W HASTINGS ST,2023-07-18,IS,2023,4398282,1,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
1000,W HASTINGS ST,2023-07-18,IS,2023,4398283,1,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
1000,MELVILLE ST,2023-07-18,IS,2023,4398284,1,POINT (49.28556667696281 -123.1206797548102),Downtown
100,MAIN ST,2023-07-18,IS,2023,4398291,1,POINT (49.26474196750952 -123.1009572308099),Mount Pleasant
200,ABBOTT ST,2023-07-18,IS,2023,4398294,1,POINT (49.28411006755971 -123.10631053579574),Downtown
0,W HASTINGS ST,2023-07-18,IS,2023,4398295,1,POINT (49.289948817085296 -123.12668230100182),Downtown
200,CARRALL ST,2023-07-18,IS,2023,4398297,1,POINT (49.283129 -123.1041241),Downtown
700,HORNBY ST,2023-07-18,IS,2023,4398299,1,POINT (49.27775938621518 -123.12922779155286),Downtown
700,RICHARDS ST,2023-07-18,IS,2023,4398300,1,POINT (49.28389251320959 -123.1121989059986),Downtown
800,HOWE ST,2023-07-18,IS,2023,4398301,1,POINT (49.28478563333309 -123.11664266117666),Downtown
700,HOWE ST,2023-07-18,IS,2023,4398302,1,POINT (49.28478563333309 -123.11664266117666),Downtown
700,HOWE ST,2023-07-18,IS,2023,4398303,1,POINT (49.28478563333309 -123.11664266117666),Downtown
400,SEYMOUR ST,2023-07-18,IS,2023,4398307,1,POINT (49.28386252193256 -123.1141175463516),Downtown
1700,GRANT ST,2023-07-18,IS,2023,4398316,1,POINT (49.27148204398399 -123.07544380736825),Grandview-Woodland
1700,GRAVELEY ST,2023-07-18,IS,2023,4398317,1,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,SALSBURY DRIVE,2023-07-18,IS,2023,4398320,1,POINT (49.27485750593576 -123.06759809731922),Grandview-Woodland
1600,SALSBURY DRIVE,2023-07-18,IS,2023,4398321,1,POINT (49.27485750593576 -123.06759809731922),Grandview-Woodland
1600,GRAVELEY ST,2023-07-18,IS,2023,4398323,1,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1600,KITCHENER ST,2023-07-18,IS,2023,4398324,1,POINT (49.272292886456704 -123.04681104341932),Hastings-Sunrise
1700,GRAVELEY ST,2023-07-18,IS,2023,4398326,1,POINT (49.27052002648547 -123.0705910454805),Grandview-Woodland
1700,E 7TH AVE,2023-07-18,IS,2023,4398328,1,POINT (49.26432677794551 -123.08808173629431),Mount Pleasant
800,RICHARDS ST,2023-07-18,VA,2023,4398329,1,POINT (49.28389251320959 -123.1121989059986),Downtown
2200,W 7TH AVE,2023-07-18,IS,2023,4398345,1,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
1300,NAPIER ST,2023-07-18,IS,2023,4398349,1,POINT (49.274978787421794 -123.05172873714272),Hastings-Sunrise
2400,WILLOW ST,2023-07-18,IS,2023,4398351,1,POINT (49.23517238349831 -123.12383362819509),South Cambie
1900,W 4TH AVE,2023-07-18,IS,2023,4398364,1,POINT (49.268372708414766 -123.1680297998844),Kitsilano
1600,W 5TH AVE,2023-07-18,IS,2023,4398370,1,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2000,W 5TH AVE,2023-07-18,IS,2023,4398373,1,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2100,W 5TH AVE,2023-07-18,IS,2023,4398377,1,POINT (49.26653047663682 -123.10709823256131),Mount Pleasant
2000,W 4TH AVE,2023-07-18,IS,2023,4398378,1,POINT (49.268372708414766 -123.1680297998844),Kitsilano
800,RICHARDS ST,2023-07-18,VA,2023,4398382,1,POINT (49.28389251320959 -123.1121989059986),Downtown
1100,THURLOW ST,2023-07-18,VA,2023,4398390,1,POINT (49.284435007954905 -123.12510257255244),West End
1400,BURNABY ST,2023-07-18,IS,2023,4398391,1,POINT (49.28539689610159 -123.14109782086209),West End
100,PRINCESS AVE,2023-07-18,IS,2023,4398395,1,POINT (49.28257228166562 -123.09143458953568),Strathcona
700,E PENDER ST,2023-07-18,IS,2023,4398397,1,POINT (49.27993785 -123.08936900102704),Strathcona
100,W CORDOVA ST,2023-07-18,IS,2023,4398399,1,POINT (49.28775548425263 -123.1166327266634),Downtown
600,HORNBY ST,2023-07-18,IS,2023,4398400,1,POINT (49.27775938621518 -123.12922779155286),Downtown
800,NELSON ST,2023-07-18,IS,2023,4398402,1,POINT (49.28663422573088 -123.13439612729384),West End
1100,HORNBY ST,2023-07-18,IS,2023,4398403,1,POINT (49.27775938621518 -123.12922779155286),Downtown
1100,BARCLAY ST,2023-07-18,IS,2023,4398407,1,POINT (49.285540231307856 -123.1305701744151),West End
1300,W HASTINGS ST,2023-07-18,IS,2023,4398414,1,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
600,NELSON ST,2023-07-18,IS,2023,4398423,1,POINT (49.28663422573088 -123.13439612729384),West End
2300,W 6TH AVE,2023-07-18,IS,2023,4398440,1,POINT (49.26626349669088 -123.14330665670457),Fairview
1700,COLLINGWOOD ST,2023-07-18,IS,2023,4398441,1,POINT (49.26599494672039 -123.18180200605994),Kitsilano
3200,W 1ST AVE,2023-07-18,IS,2023,4398442,1,POINT (49.27115066311537 -123.14084618378423),Fairview
400,W 40TH AVE,2023-07-18,IS,2023,4398448,1,POINT (49.23469109477009 -123.10818478670689),Riley Park
4000,OSLER ST,2023-07-18,IS,2023,4398456,1,POINT (49.21470069521733 -123.13142811044982),Marpole
2500,BALSAM ST,2023-07-18,IS,2023,4398457,1,POINT (49.2661034239486 -123.15996904634515),Kitsilano
2400,W 7TH AVE,2023-07-18,IS,2023,4398458,1,POINT (49.264726471922174 -123.10786395058216),Mount Pleasant
1400,LARCH ST,2023-07-18,IS,2023,4398459,1,POINT (49.27048938360201 -123.16217457246356),Kitsilano
100,W HASTINGS ST,2023-07-18,IS,2023,4398491,1,POINT (49.2819016 -123.1074227),Downtown
600,HAMILTON ST,2023-07-18,IS,2023,4398495,1,POINT (49.2806911 -123.112557),Downtown
700,RAYMUR AVE,2023-07-18,IS,2023,4398497,1,POINT (49.27709808604445 -123.08258643871731),Strathcona
400,RAYMUR AVE,2023-07-18,IS,2023,4398498,1,POINT (49.27709808604445 -123.08258643871731),Strathcona
600,HAMILTON ST,2023-07-18,IS,2023,4398499,1,POINT (49.2806911 -123.112557),Downtown
1200,HARWOOD ST,2023-07-18,IS,2023,4398500,1,POINT (49.28356605132126 -123.14041724015752),West End
8600,HEATHER ST,2023-07-31,IS,2023,4636836,0,POINT (49.24843624906772 -123.1204107274682),South Cambie
800,RICHARDS ST,2023-07-31,VA,2023,4636839,0,POINT (49.28389251320959 -123.1121989059986),Downtown
900,SEYMOUR ST,2023-07-31,IS,2023,4636859,0,POINT (49.2794177 -123.120598),Downtown
800,SEYMOUR ST,2023-07-31,IS,2023,4636860,0,POINT (49.28386252193256 -123.1141175463516),Downtown
700,BEACH AVE,2023-07-31,IS,2023,4636903,0,POINT (49.28888179240232 -123.14328157569678),West End
1400,DAVIE ST,2023-07-31,VA,2023,4636942,0,POINT (49.27359439420446 -123.1206172696918),Downtown
1400,DAVIE ST,2023-07-31,IS,2023,4636947,0,POINT (49.27359439420446 -123.1206172696918),Downtown
1200,COMOX ST,2023-07-31,IS,2023,4636952,0,POINT (49.2825789439808 -123.13029140733784),West End
2300,ALDER ST,2023-07-31,IS,2023,4636971,0,POINT (49.259951199730736 -123.13150509283192),Fairview
1200,W 8TH AVE,2023-07-31,IS,2023,4636972,0,POINT (49.26445433343878 -123.1349402207505),Fairview
1500,E HASTINGS ST,2023-07-31,IS,2023,4636999,0,POINT (49.281125450000005 -123.0235139),Hastings-Sunrise
